url,filename,name,price,description,rating,category
https://m.media-amazon.com/images/I/51x4DUPOy8L._AC_UY218_.jpg,18_19.jpg,"realme C35 (Glowing Black, 4GB RAM, 64GB Storage)",,"realme C35 (Glowing Black, 4GB RAM, 64GB Storage)",4.0 out of 5 stars,kjjhg
https://m.media-amazon.com/images/I/71x2bGpx2jL._AC_UY218_.jpg,11_3.jpg,"Redmi A3 (Lake Blue, 4GB RAM, 128GB Storage) | Premium Halo Design | 90Hz Display | Powerful 4G G36 Processor","7,880","Redmi A3 (Lake Blue, 4GB RAM, 128GB Storage) | Premium Halo Design | 90Hz Display | Powerful 4G G36 Processor",3.6 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/51gTrGSIuzL._AC_UY218_.jpg,11_4.jpg,"realme C31 (Light Silver, 3GB+32GB) Octa-core Processor | 13MP AI Triple Camera, Medium","8,500","realme C31 (Light Silver, 3GB+32GB) Octa-core Processor | 13MP AI Triple Camera, Medium",3.8 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/816CFwjUbKL._AC_UY218_.jpg,11_5.jpg,"Realme C55 (Rainy Night, 6GB RAM 64GB Storage)",,"Realme C55 (Rainy Night, 6GB RAM 64GB Storage)",4.2 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/71E5EregK1L._AC_UY218_.jpg,11_7.jpg,"Lava Yuva 2 (3 GB RAM, UFS 2.2 64GB Storage) - Glass Lavender|Unisoc T606 Octa Core processor| 90 Hz Refresh Rate|Side FingerPrint Sensor|13MP Dual AI Camera| 5000 mAh Battery| Upto 6GB Expandable RAM","6,649","Lava Yuva 2 (3 GB RAM, UFS 2.2 64GB Storage) - Glass Lavender|Unisoc T606 Octa Core processor| 90 Hz Refresh Rate|Side FingerPrint Sensor|13MP Dual AI Camera| 5000 mAh Battery| Upto 6GB Expandable RAM",3.7 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/61-AzC01FtL._AC_UY218_.jpg,11_8.jpg,itel P55+ 4G | Upto 16GB RAM with Memory Fusion & 256GB ROM| 50MP AI Dual Rear Camera & 8MP Front Camera| 45W Charger with 5000 mAh Battery | Dynamic Bar|UFS 2.2| Meteor Black,,itel P55+ 4G | Upto 16GB RAM with Memory Fusion & 256GB ROM| 50MP AI Dual Rear Camera & 8MP Front Camera| 45W Charger with 5000 mAh Battery | Dynamic Bar|UFS 2.2| Meteor Black,4.1 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/71RG9ig+svL._AC_UY218_.jpg,11_9.jpg,Micromax X412 (Black + Red),889,Micromax X412 (Black + Red),3.6 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/71ZU8hKb2XL._AC_UY218_.jpg,11_10.jpg,"ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Black)",268,"ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Black)",4.5 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/51Va7FTR22L._AC_UY218_.jpg,11_11.jpg,"Ambrane 15W Dual Port Mobile Charger, Dual USB Port, Compatible with iPhone, iPad, Samsung Galaxy, Note, Redmi, Mi, Oneplus, Oppo, Vivo Smartphones, Made in India, Compact & Durable (RAAP S21, White)",178,"Ambrane 15W Dual Port Mobile Charger, Dual USB Port, Compatible with iPhone, iPad, Samsung Galaxy, Note, Redmi, Mi, Oneplus, Oppo, Vivo Smartphones, Made in India, Compact & Durable (RAAP S21, White)",3.5 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/51WIy9mdNiL._AC_UY218_.jpg,11_12.jpg,"POCO M4 5G go (Power Black, 4GB RAM 64GB RAM)","9,990","POCO M4 5G go (Power Black, 4GB RAM 64GB RAM)",3.8 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/81A5bR0U9KL._AC_UY218_.jpg,11_13.jpg,"realme C30 (Bamboo Green, 3GB RAM, 32GB Storage)","7,449","realme C30 (Bamboo Green, 3GB RAM, 32GB Storage)",4.1 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/61PaE6UHEIL._AC_UY218_.jpg,11_14.jpg,"realme C21Y (Cross Blue, 3GB RAM, 32GB Storage), Medium","7,499","realme C21Y (Cross Blue, 3GB RAM, 32GB Storage), Medium",3.9 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/41QA-eM+p9L._AC_UY218_.jpg,11_15.jpg,"KECHAODA K-10 Dual Mobile SIM Card Phone, GOLD","1,089","KECHAODA K-10 Dual Mobile SIM Card Phone, GOLD",3.5 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/71spYebzMNL._AC_UY218_.jpg,11_16.jpg,"Ambrane Car Mobile Holder with Adjustable Side Arm for Smartphones, Mobile Holder Mount for Dashboard 360° Rotational, Strong Suction Cup, Compatible with 4 to 7-inch Devices (Grip Stand)",398,"Ambrane Car Mobile Holder with Adjustable Side Arm for Smartphones, Mobile Holder Mount for Dashboard 360° Rotational, Strong Suction Cup, Compatible with 4 to 7-inch Devices (Grip Stand)",3.8 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/71QnHf0rOyL._AC_UY218_.jpg,11_17.jpg,"WeCool Auto Face Tracking Tripod,360° Rotation Mobile Holder for Smart Video&Photo Shooting with Remote,No App Needed,Gimbal Stabilizer with Gesture Control for Vlog,Streaming & Video Recording,Black","2,998","WeCool Auto Face Tracking Tripod,360° Rotation Mobile Holder for Smart Video&Photo Shooting with Remote,No App Needed,Gimbal Stabilizer with Gesture Control for Vlog,Streaming & Video Recording,Black",4.1 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/61RN7EhjLtL._AC_UY218_.jpg,11_18.jpg,"Micromax in Note 1 (Green, 4GB RAM. 64GB Storage), (E7746)","6,942","Micromax in Note 1 (Green, 4GB RAM. 64GB Storage), (E7746)",3.9 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/41eg7gzvgbL._AC_UY218_.jpg,11_19.jpg,"(Refurbished) realme 8i (Space Purple, 4GB RAM, 64GB Storage), Medium","8,539","(Refurbished) realme 8i (Space Purple, 4GB RAM, 64GB Storage), Medium",3.6 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/817hClvgzwL._AC_UY218_.jpg,16_3.jpg,"POCO M5 (6 GB RAM, 128 GB Storage) Icy Blue","9,990","POCO M5 (6 GB RAM, 128 GB Storage) Icy Blue",3.9 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/61DugTWe6tL._AC_UY218_.jpg,16_4.jpg,"realme C21Y (Cross Black, 3GB RAM, 32GB Storage), Medium","7,900","realme C21Y (Cross Black, 3GB RAM, 32GB Storage), Medium",3.9 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/61uUEqO5uQL._AC_UY218_.jpg,16_5.jpg,"POCO C51 (Royal Blue, 4GB RAM, 64GB Storage)","8,499","POCO C51 (Royal Blue, 4GB RAM, 64GB Storage)",3.8 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/31xresQTxuL._AC_UY218_.jpg,16_7.jpg,"(Refurbished) Samsung Galaxy F22 (Denim Blue, 4GB RAM, 64GB Storage)","9,999","(Refurbished) Samsung Galaxy F22 (Denim Blue, 4GB RAM, 64GB Storage)",3.5 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/31QLIGIMXEL._AC_UY218_.jpg,16_8.jpg,"realme C21Y (Cross Blue, 4GB RAM, 64GB Storage), Medium","8,640","realme C21Y (Cross Blue, 4GB RAM, 64GB Storage), Medium",4.0 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/51ZbGH+EsHL._AC_UY218_.jpg,16_9.jpg,"TECNO Spark Go 2023 (Energetic Orange, 4GB RAM,64GB Storage) | 5000mAh Battery | 6.56"" HD+ Display | 13MP Dual Rear Camera | Type C Port",,"TECNO Spark Go 2023 (Energetic Orange, 4GB RAM,64GB Storage) | 5000mAh Battery | 6.56"" HD+ Display | 13MP Dual Rear Camera | Type C Port",4.6 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/81RRU5yR6eL._AC_UY218_.jpg,16_10.jpg,Redmi A3X Olive Green 3GB RAM 64GB ROM,"6,999",Redmi A3X Olive Green 3GB RAM 64GB ROM,,asdfv
https://m.media-amazon.com/images/I/415BbmZEzPL._AC_UY218_.jpg,16_11.jpg,Lyf Wind 7S (Black),"3,496",Lyf Wind 7S (Black),3.8 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/71bUALyqz4L._AC_UY218_.jpg,16_12.jpg,"Nillkin Case for Xiaomi Mi 13 Ultra (6.73"" Inch) Super Frosted Shield Pro Magnetic Suction Function Only Hard Back Soft Border (PC + TPU) Cover Raised Bezel Camera Protect Black Color","1,995","Nillkin Case for Xiaomi Mi 13 Ultra (6.73"" Inch) Super Frosted Shield Pro Magnetic Suction Function Only Hard Back Soft Border (PC + TPU) Cover Raised Bezel Camera Protect Black Color",5.0 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/518VeOtwNQL._AC_UY218_.jpg,16_13.jpg,"Lava Blaze NXT(Glass Blue, 4GB RAM, 64GB Storage)| 2.3 Ghz Octa Core Helio G37| 13 MP AI Triple Camera |FingerPrint Sensor| 5000 mAh Battery| Upto 7GB Expandable RAM","8,569","Lava Blaze NXT(Glass Blue, 4GB RAM, 64GB Storage)| 2.3 Ghz Octa Core Helio G37| 13 MP AI Triple Camera |FingerPrint Sensor| 5000 mAh Battery| Upto 7GB Expandable RAM",3.7 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/71v0HUpQqHL._AC_UY218_.jpg,16_14.jpg,"Nokia C31, 6.74” HD+ display, 13+2+2 MP rear & 5MP front Google camera, 3-day battery life, Android 12 | Cyan, 3+32GB",,"Nokia C31, 6.74” HD+ display, 13+2+2 MP rear & 5MP front Google camera, 3-day battery life, Android 12 | Cyan, 3+32GB",3.5 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/41LPXRtQnAL._AC_UY218_.jpg,16_15.jpg,"Infinix Smart 8 HD, Shiny Gold (4GB, 64GB)","7,499","Infinix Smart 8 HD, Shiny Gold (4GB, 64GB)",,asdfv
https://m.media-amazon.com/images/I/51JRC0sV1PL._AC_UY218_.jpg,16_16.jpg,"SHIVANSH Snexia All-New Bold X1 Attractive Premium Dual Sim |Keypad Mobile with 2.01"" Display| Square|Black","1,170","SHIVANSH Snexia All-New Bold X1 Attractive Premium Dual Sim |Keypad Mobile with 2.01"" Display| Square|Black",,asdfv
https://m.media-amazon.com/images/I/51TJ-EVSx4L._AC_UY218_.jpg,16_17.jpg,"POCO C55 (Cool Blue, 4GB RAM, 64GB Storage)","9,499","POCO C55 (Cool Blue, 4GB RAM, 64GB Storage)",4.0 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/715iHuJXgVL._AC_UY218_.jpg,16_18.jpg,"(Refurbished) Redmi Note 11S (Polar White, 6GB RAM, 64GB Storage)|108MP AI Quad Camera | 90 Hz FHD+ AMOLED Display | 33W Charger Included","9,999","(Refurbished) Redmi Note 11S (Polar White, 6GB RAM, 64GB Storage)|108MP AI Quad Camera | 90 Hz FHD+ AMOLED Display | 33W Charger Included",4.2 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/51o10XJ1KOL._AC_UY218_.jpg,16_19.jpg,"MICROMAX IN MOBILE 1b (Blue, 64 GB ROM, 4 GB RAM)","7,999","MICROMAX IN MOBILE 1b (Blue, 64 GB ROM, 4 GB RAM)",3.7 out of 5 stars,asdfv
https://m.media-amazon.com/images/I/51ddtkeGDVL._AC_UY218_.jpg,9_3.jpg,"Jio Phone Next 32GB, 2 GB RAM, Blue Smartphone (BLUE)",N/A,"Jio Phone Next 32GB, 2 GB RAM, Blue Smartphone (BLUE)",N/A,sdffg
https://m.media-amazon.com/images/I/712tqhtIw1L._AC_UY218_.jpg,9_4.jpg,POCO C61 Ethereal Blue 6GB RAM 128GB ROM,N/A,POCO C61 Ethereal Blue 6GB RAM 128GB ROM,3.1 out of 5 stars,sdffg
https://m.media-amazon.com/images/I/3190PsrBwUL._AC_UY218_.jpg,9_5.jpg,"(Refurbished) Realme 7 (Mist Blue, 64 GB) (6 GB RAM)","7,875","(Refurbished) Realme 7 (Mist Blue, 64 GB) (6 GB RAM)",3.5 out of 5 stars,sdffg
https://m.media-amazon.com/images/I/51vpj+sZf6L._AC_UY218_.jpg,9_7.jpg,"(Refurbished) Moto a70, Dark Blue, 2.4 inches, 1750 mAh Lithium_ion Battery",N/A,"(Refurbished) Moto a70, Dark Blue, 2.4 inches, 1750 mAh Lithium_ion Battery",3.5 out of 5 stars,sdffg
https://m.media-amazon.com/images/I/81Ww9bOGRfL._AC_UY218_.jpg,9_8.jpg,"(Refurbished) OPPO A57 (Glowing Green, 4GB RAM, 64 Storage) with No Cost EMI/Additional Exchange Offers","7,999","(Refurbished) OPPO A57 (Glowing Green, 4GB RAM, 64 Storage) with No Cost EMI/Additional Exchange Offers",3.2 out of 5 stars,sdffg
https://m.media-amazon.com/images/I/61vuOf11-tL._AC_UY218_.jpg,9_9.jpg,"Lava Yuva 5G (Mystic Blue, 4GB RAM, 64GB Storage) |Octacore 5G 6nm Processor | 50 MP AI Camera |5000 mAh Battery| Upto 8 GB Expandable RAM","9,498","Lava Yuva 5G (Mystic Blue, 4GB RAM, 64GB Storage) |Octacore 5G 6nm Processor | 50 MP AI Camera |5000 mAh Battery| Upto 8 GB Expandable RAM",N/A,sdffg
https://m.media-amazon.com/images/I/71jG5HwkQQS._AC_UY218_.jpg,9_10.jpg,"realme narzo 30A (Laser Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","9,990","realme narzo 30A (Laser Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",4.3 out of 5 stars,sdffg
https://m.media-amazon.com/images/I/71bQeLHQF-L._AC_UY218_.jpg,9_11.jpg,POCO C61 Mystical Green 4GB RAM 64GB ROM,N/A,POCO C61 Mystical Green 4GB RAM 64GB ROM,3.1 out of 5 stars,sdffg
https://m.media-amazon.com/images/I/51PCNY1x5fL._AC_UY218_.jpg,9_12.jpg,SHIVANSH Lava Z1s-2 gb Ram 16 Gb Rom 5 inch Display 4g volte smartphone,"3,339",SHIVANSH Lava Z1s-2 gb Ram 16 Gb Rom 5 inch Display 4g volte smartphone,N/A,sdffg
